瘭,biu1
瘯,chuk1
瘯,juk6
瘵,jaai3
瘲,jung3
瘳,chau1
瘰,leui4
瘰,lo2
瘰,lo5
瘱,ai3
瘱,ngai3
瘱,yi3
瘸,ke4
瘸,keu4
瘴,jeung3
瘼,mok6
瘽,gan2
瘺,lau6
癇,gaan2
癇,haan4
療,liu4
療,liu6
癌,ngaam4
癆,lou4
癃,lung4
癉,daan1
癉,daan3
癉,taan1
癉,do3
癈,fai3
癒,yu6
癜,din6
癚,daam3
癤,jit3
癘,laai3
癘,laai6
癘,lai6
癐,gui6
癗,leui5
癖,pik1
癓,mei4
癙,syu2
癟,bit6
癠,chai4
癠,jai6
癠,jik3
癡,chi1
癢,yeung5
癥,jing1
癥,jing3
癪,jik1
癩,laai3
癩,laai6
癩,laat6
癭,ying2
癬,sin2
癮,yan2
癮,yan5
癰,yung1
癰,yung2
癲,din1
癱,taan1
癱,taan2
癵,lyun1
癸,gwai3
癹,bat6
登,dang1
發,faat3
發,fat3
發,but3
發,but6
白,baak6
百,baak3
百,mak6
癿,ga1
皂,jou6
皁,jou6
的,dik1
皈,gwai1
皇,wong4
皆,gaai1
皋,gou1
皊,ling4
皉,chi2
皏,pang2
皎,gaau2
皖,wun2
皖,wun5
皒,ngo4
皕,bat6
皕,bik1
皓,gou2
皓,hou6
皙,sik1
皝,fong2
皞,hou6
皛,yiu5
皛,kiu5
皜,hou6
皚,yi4
皚,ngoi2
皚,ngoi4
皤,po4
皦,gaau2
皦,giu2
皫,piu2
皫,piu3
皫,piu5
皪,lik1
皪,lik6
皭,jiu3
皭,jiu6
皭,jeuk3
皭,jeuk6
皮,pei4
皯,gon2
皰,paau3
皴,cheun1
皴,seun1
皵,chik1
皵,cheuk3
皸,gwan1
皺,jau3
皻,ja1
皽,jin2
皾,duk6
皿,ming5
盂,yu4
盄,diu3
盈,ying4
盃,bui1
盅,jung1
盆,pun4
盎,on1
盎,ong3
盎,ngong3
盍,hap6
益,yik1
盉,wo4
盔,kwai1
盛,sing4
盛,sing6
盒,haap6
盒,hap6
盓,wu1
盓,yu1
盜,dou6
盚,kau4
盝,luk6
盞,jaan2
盟,maang6
盟,mang4
監,gaam1
監,gaam3
盡,jeun2
盡,jeun6
盤,pun4
盧,leui4
盧,lou4
盥,fun2
盥,gun2
盥,gun3
盦,am1
盦,ngam1
盩,jau1
盪,dong6
盪,tong3
盬,gu2
盭,leui6
目,muk6
盯,deng1
盯,ding1
盱,heui1
盰,gon2
盰,gon3
盵,hei3
盳,maang4
盳,mong6
盲,maang4
直,jik6
盼,paan3
省,saang2
省,sing2
盾,seun5
盾,teun5
相,seung1
相,seung3
眅,paan1
眊,mou6
眄,min5
眄,min6
眉,mei4
看,hon1
看,hon3
眇,miu5
盷,yun4
盻,paan3
盻,hai6
眈,daam1
眃,wan4
眃,wan6
盺,yan1
盹,deun6
盹,jeun3
眢,yun1
眐,jing1
眙,chi3
眙,yi4
眠,min4
眓,kut3
眒,san1
眩,waan6
眩,yun4
眩,yun6
眝,chyu5
眑,yiu2
眨,jaam2
眨,jaap3
眛,mui6
眣,dit6
眕,chan2
眕,jan2
真,jan1
眧,chiu1
眚,saang2
眺,tiu3
眥,jaai6
眥,jai6
眥,ji6
眭,seui1
眹,jam6
眹,jan2
眹,jan6
眯,mai4
眯,mai5
眯,mei1
眯,mi1
眽,maak6
眽,mak6
眸,mau4
眼,ngaan5
眲,ngaak1
眲,ngak1
眲,nei6
眲,nik6
眾,jung1
眾,jung3
眻,yeung4
眳,ming4
眶,kwaang1
眶,hong1
眱,yi4
眵,chi1
眷,gyun3
眴,seun1
眴,seun3
眴,hyun3
眴,yun6
睇,dai6
睇,tai2
睌,maan5
睎,hei1
睅,hon5
睅,hon6
睅,wun5
睄,saau3
睄,chiu4
睊,gyun3
睏,kwan3
睋,ngo4
睍,yin5
睍,yin6
睆,wun2
睆,wun5
睧,fan1
睬,choi2
睨,ngai6
睚,ngaai4
睚,ngaai6
睥,pai3
睥,pai5
睥,pei5
睫,jip3
睫,jit3
睫,jit6
睛,jing1
睹,dou2
督,duk1
睦,muk6
睔,gwan3
睜,jaang1
睜,jang1
睙,lit6
睕,waan1
睕,yun2
睪,jaak6
睪,yik6
睪,gou1
睠,gyun3
睢,fai1
睢,seui1
睒,sim2
睞,loi6
睩,luk1
睩,luk6
睟,seui3
睟,seui6
睖,ling6
睭,jau2
睾,gou1
瞃,wat1
睡,seui6
瞂,fat6
瞍,sau2
瞀,mau6
睽,kwai1
睽,kwai4
瞁,hik1
睯,fan1
睿,yeui6
瞅,chau2
瞉,gai3
瞉,kau3
瞄,miu4
睼,dai6
睮,yu4
瞋,chan1
瞏,king4
瞈,yung2
瞎,hat6
瞌,hap1
瞌,hap6
瞑,min6
瞑,ming4
瞑,ming5
瞇,mai4
瞇,mai5
瞇,mei1
瞇,mi1
瞛,chung1
瞙,mok6
瞝,chi1
瞢,mang4
瞢,mung4
瞢,mung6
瞞,mun4
瞠,chaang1
瞠,tong4
瞟,piu2
瞟,piu5
瞕,jeung3
瞚,seun3
瞡,kwai1
瞜,lau1
瞥,pit3
瞣,waan6
瞗,dau1
瞗,diu1
瞵,leun4
瞲,wat6
瞲,leut6
瞲,hyut3
瞲,yut6
瞴,mei4
瞴,mou4
瞴,mou5
瞨,pok3
瞪,chaang4
瞪,dang1
瞪,dang6
瞪,ching4
瞧,chiu4
瞱,yip6
瞭,liu4
瞭,liu5
瞳,tung4
瞷,gaan3
瞶,gwai3
瞶,kui2
瞫,sam2
瞬,seun3
瞰,ham3
瞰,ham6
瞺,wui3
瞻,jim1
瞿,geui2
瞿,geui3
瞿,geui6
瞿,keui4
瞼,gim2
瞼,lim4
瞽,gu2
矂,chou3
矊,min4
矇,mung4
矉,pan4
矄,fan1
矌,gwong3
矌,kwong3
矍,fok3
矍,gwok3
矏,min4
矎,hing3
矎,hyun3
矓,lung4
矐,fok3
矐,hok3
矐,hok6
矔,gun3
矗,chuk1
矕,maan5
矙,ham3
矙,ham6
矘,tong2
矚,juk1
矛,maau4
矜,gwaan1
矜,kam4
矜,kan4
矜,ging1
矜,ging6
矞,wat6
矞,leut6
矞,yut6
矠,chaak3
矠,jaak6
矢,chi2
矢,si2
矣,yi5
知,ji1
知,ji3
矨,ying5
矧,chan2
矩,geui2
矬,cho4
短,dyun2
矮,aai2
矮,ai2
矮,ngai2
矰,jang1
矯,giu2
矯,kiu2
矱,wok3
矲,ba6
石,daam3
石,sek6
矽,jik6
矺,jaak3
矸,gon1
矸,gon3
矸,hon6
矼,gong1
矼,hong1
矷,ji2
矻,fat1
矻,ngat6
矹,ngat6
砒,pei1
砅,lai6
砑,nga6
砉,waak6
砏,paan1
砏,fan1
砆,fu1
研,ngaan4
研,yin4
研,yin6
砍,ham2
砂,sa1
砐,ngap6
砃,daan1
砌,chai3
砌,chit3
砎,gaai3
砓,jit3
砝,faat3
砝,fat3
砱,ling4
砨,aai3
砨,ak1
砳,laak6
砷,san1
砭,bin1
砭,bin2
破,po3
砬,la1
砰,paang1
砰,ping1
砰,ping4
砪,mou5
砲,paau3
砮,nou5
砢,o1
砢,lo2
砢,lo5
砣,to4
砟,ja1
砟,ja3
砟,jok6
砯,ping1
砥,dai2
砥,ji1
砥,ji2
砵,but3
砫,chyu5
砫,jyu2
砧,jam1
砩,fai3
砡,yuk6
砠,cheui1
砠,jeui1
砸,jaap3
硃,jyu1
硐,dung6
硎,ying4
砦,jaai6
硉,leut6
硫,lau4
硒,sai1
硌,gok3
硌,lok3
硌,lok6
硊,kwai3
硊,ngai5
硈,kit3
硅,gwai1
硍,haan6
硞,kok3
硞,kuk1
硢,yu4
硠,long4
硭,mong4
硬,ngaang6
硱,kwan2
硥,pong5
硪,ngo4
硪,ngo6
硩,jit3
硝,siu1
硰,sa1
硰,cho2
硤,haap6
硤,gip3
硯,yin6
确,kok3
硨,che1
硜,hang1
碎,seui3
碏,cheuk3
碔,mou5
碕,kei4
硻,hang1
硻,kong3
碓,deui3
碘,din2
碇,ding3
碉,diu1
硼,paang1
硼,pang4
碙,gong1
碚,pui5
碗,wun2
碰,pung3
碆,bo1
碌,luk1
碌,luk6
硿,hung1
碀,chang4
碖,leun4
碖,leun6
碑,bei1
碅,kwan1
碡,duk6
碡,juk6
碄,lam4
碃,ching3
碁,gei1
碁,kei4
硹,sung1
碠,ding3
碫,dyun3
碬,ha4
碴,ja1
碭,dong6
碨,wai3
碩,sek6
碤,ying1
碥,bin2
碟,dip6
碧,bik1
磁,chi4
碢,to4
碳,taan3
碞,ngaam4
碞,yam4
碣,kit3
碲,dai3
硾,jeui6
碪,jam1
磌,tin4
磈,faai3
磅,bong6
磅,pong4
磔,jaak3
磔,jaak6
磋,cho1
磄,tong4
磃,tai4
磃,si1
磍,daat3
磍,hat1
磍,hat6
磍,git3
磉,song2
碻,kok3
磑,ngai4
磑,wai3
磑,hoi2
磑,ngoi6
碾,nin5
碾,nin6
碾,jin2
磕,ham2
磕,hap6
磕,koi3
碼,ma5
磎,kai1
磐,pun4
磏,lim4
確,kok3
磊,leui5
磬,hing3
磭,cheuk3
磨,mo4
磨,mo6
磪,cheui1
磪,cheui4
磩,chik1
磛,chaam4
磚,jyun1
磣,cham2
磢,chong2
磟,luk1
磟,luk6
磠,lou5
磝,ngou4
磞,pang4
磧,jaak3
磧,chik1
磧,jik1
磥,leui5
磡,ham3
磼,jaap6
磷,leun4
磷,leun6
磷,ling4
磲,keui4
礄,kiu4
磾,dai1
磳,jang1
礂,hei1
磻,bo1
磻,pun4
磺,wong4
磹,dim3
礅,deun1
磴,dang3
礁,jiu1
磯,gei1
磽,haau1
礌,leui5
礌,leui6
礓,geung1
磿,lik6
礔,pik1
礉,haau1
礉,hat6
礐,kok3
礒,ngai5
礑,dong3
礎,cho2
礡,bok6
礜,yu6
礛,gaam1
礛,laam4
礞,mung4
礙,ngoi6
礝,yun5
礗,ban1
礣,mat6
礧,leui6
礥,yin4
礦,gwong3
礦,kong3
礦,kwong3
礬,faan4
礬,faan6
礨,leui5
礩,jat1
礩,jat6
礩,ji3
礫,lik1
礫,lik6
礪,lai6
礤,chaat3
礭,kok3
礯,ying1
礱,lung4
礵,seung1
礸,chaat3
礹,ngaam4
礹,yim5
示,kei4
示,si6
礽,ying4
祀,ji6
社,se5
社,se6
礿,yeuk6
祂,ta1
祁,kei4
祉,chi2
祉,ji2
祆,hin1
祅,yiu1
祅,yiu2
祊,paang1
祊,bang1
祇,kei4
祇,ji2
祈,kei4
祋,deui3
祋,doi6
祗,ji1
祗,ji2
祖,jou2
祏,sek6
祜,wu2
祜,wu6
祛,keui1
祌,chung1
祌,jung6
祐,yau6
祚,jou6
祕,bai3
祕,bei3
祠,chi4
神,san1
神,san4
祓,fat1
祔,fu6
祝,jau3
祝,juk1
祄,haai6
祟,seui6
祫,haap6
祡,chaai4
祧,tiu1
祥,cheung4
祑,jat6
祒,tiu4
祩,jyu3
祣,leui5
祪,gwai2
祤,heui2
祤,yu5
祲,jam1
祲,jam3
祭,jaai3
祭,jai3
祴,goi1
票,biu1
票,biu6
票,piu3
禂,tou2
祺,kei4
祰,haau2
祰,guk1
祿,luk6
祼,gun3
祳,san6
禓,yeung4
福,fuk1
禊,hai6
禎,jing1
禘,dai3
禍,wo5
禍,wo6
禁,gam1
禁,gam3
禁,kam1
禖,mui4
禗,si1
禋,yan1
禕,yi1
祹,tou4
祽,jeui3
禔,tai4
禒,sin2
禐,yun6
禈,fai1
禚,jeuk3
禚,juk6
禡,ma6
禡,nga2
禠,si1
禛,jan1
禢,daap6
禜,wing6
禤,hyun1
禤,hyun3
禨,gei1
禨,gei6
禧,hei1
禧,hei2
禪,sim4
禪,sin4
禪,sin6
禫,daam6
禫,taam5
禦,yu6
禮,lai5
禬,kui2
禬,kui3
禬,wui6
禭,seui6
禱,dou2
禱,tou2
禰,nai5
禰,nei4
禰,nei5
禲,lai6
禴,yeuk6
禳,yeung4
禷,leui6
禶,jaan6
禸,yau5
禸,nau5
禺,yu4
禺,yu6
禹,yu5
离,lei4
离,chi1
禽,kam4
禾,wo4
私,si1
秀,sau3
禿,tuk1
秅,cha4
秅,dou3
秈,sin1
秉,bing2
秖,kei4
秖,ji1
秖,ji2
科,fo1
种,chung4
种,jung2
种,jung3
秎,fan6
秒,miu5
秋,chau1
秏,hou3
秕,bei2
秫,seut6
秝,lik6
秣,mut3
秣,mut6
秠,pei1
秠,pei2
秧,yeung1
秩,dit6
秭,ji2
秘,bai3
秘,bei3
秬,geui6
秜,nei4
秪,ji1
秞,yau4
秦,cheun4
秤,ching3
秤,ping4
秮,wut6
租,jou1
秷,jat6
秶,ji1
秸,gaai1
秺,dou3
秺,dou6
移,yi4
稍,saau2
程,ching4
稌,dou6
稌,tou4
稊,tai4
稄,jak1
稅,seui3
稅,teui3
稅,tyut3
稂,long4
稈,gon2
稃,fu1
稀,hei1
稙,jik1
稙,jik6
稐,leun5
稗,baai6
稗,bai6
稗,pei4
稘,gei1
稠,chau4
稚,ji6
稞,fo1
稞,fo3
稟,lam5
稟,ban2
稑,luk6
稜,ling4
稜,ling6
稕,jeun3
稢,yuk1
稓,jok6
稔,yam5
稔,nam5
稔,nim1
稛,kwan2
稒,gu3
穊,gei3
穊,kei3
稯,jung1
種,jung2
種,jung3
稦,yi1
稫,bik1
稫,pik1
稱,chan3
稱,ching1
稱,ching3
稨,bin2
稰,seui1
稰,seui2
稹,chan2
稹,jan2
稽,kai1
稽,kai2
稼,ga3
稷,jik1
稻,dou6
穀,gau3
穀,guk1
穀,huk6
稿,gou2
積,jik1
穆,muk6
穌,sou1
穇,saam1
穈,mei4
穈,mun4
穎,wing6
穋,luk6
穄,jai3
穗,seui6
穘,haau1
穘,yiu4
穔,wong4
穛,cheuk3
穛,juk1
穚,giu1
穜,tung4
穜,jung2
穜,jung3
穖,gei2
穖,gei3
穡,sik1
穟,seui6
穠,nung4
穢,wai3
穧,jai3
穧,jai6
穨,teui4
穩,wan2
穫,wok6
穫,wu6
穬,kong3
穬,kwong3
穭,leui5
穮,biu1
穰,yeung4
穰,yeung5
穰,yeung6
穱,jeuk3
穱,juk1
穴,yut6
穵,waat3
究,gau3
空,hung1
空,hung3
穹,gung1
穹,hung1
穹,kung4
穻,yu1
穻,yu5
穸,jik6
穾,ngaau5
穾,yiu3
突,dat6
突,duk1
窀,jeun1
穿,chyun1
窄,jaak3
窋,fat1
窋,gwat6
窋,jyut3
窅,yiu2
窈,yiu2
窈,miu5
窉,bing2
窇,bok6
窊,wa1
窆,bin2
窌,gaau3
窌,paau3
窏,wu1
窔,ngau5
窔,yiu2
窔,yiu3
窒,jat6
窐,wa1
窕,diu6
窕,tiu5
窙,haau1
窖,gaau3
窗,cheung1
窘,kwan3
窘,kwan5
窞,daam6
窞,tam5
窣,seut1
窢,wik6
窟,fat1
窟,gwat6
窠,fo1
窠,wo1
窪,wa1
窨,yam3
窨,fan1
窩,wo1
窫,yaak3
窫,jaat3
窬,yu4
窬,yu6
窳,yu5
窮,kung4
窯,yiu4
窲,chaau4
窴,tin4
窷,liu4
窵,diu3
窱,tiu5
窶,lau4
窶,geui6
窺,kwai1
窸,sik1
窾,fun2
竀,chang1
竀,ching1
竁,cheui3
窿,lung1
窿,lung4
竄,chyun2
竄,chyun3
竅,hiu3
竅,kiu3
竇,dau3
竇,dau6
竊,sit3
立,laap6
立,lap6
竑,wang4
站,jaam6
竘,geui2
竘,keui5
章,jeung1
竟,ging2
竤,wang4
竦,sung2
竣,cheun1
竣,jeun3
童,tung4
竫,jing6
端,dyun1
竮,ping4
竭,kit3
競,ging3
競,ging6
竷,ham2
竷,ham3
竹,juk1
竺,juk1
竻,lak6
竽,yu4
竿,gon1
笁,juk1
笀,mong4
笐,hong4
笊,jaau3
笏,fat1
笓,pei4
笄,gai1
笑,siu3
笈,kap1
笈,kap6
笆,ba1
笅,gaau2
笅,haau4
笅,ngaau4
笉,wan5
笎,yun4
笒,gam6
笒,ham4
笒,sam4
笭,ling4
笲,faan4
笲,bin6
笛,dek6
笱,gau2
笢,man5
笠,lap1
笠,lap6
笴,go2
笴,gon2
笴,gou2
笳,ga1
笵,faan6
符,fu4
笰,fat1
第,dai6
笪,daat3
笯,nou4
笞,chi1
笮,ja3
笮,jaak3
笮,jok3
笮,jok6
笫,ji2
笥,si3
笥,ji6
筇,kung4
笚,daap3
笚,haap6
笝,naap6
笨,ban6
笤,tiu4
笣,baau1
笘,sim1
笘,sim3
笘,dip3
笸,po2
笙,saang1
笙,sang1
筅,sin2
筋,gan1
筀,gai3
筎,yu4
筑,juk1
筍,seun2
筄,yiu6
筈,kut3
笻,kung4
筒,tung2
筒,tung4
筘,kau3
筐,kwaang1
筐,hong1
筏,fat6
答,daap3
筌,chyun4
策,chaak3
筆,bat1
筊,gaau2
筊,ngaau4
等,dang2
筭,syun3
筰,jok3
筰,jok6
筲,saau1
筩,tung2
筩,tung4
筮,sai6
筱,siu2
筱,siu6
筳,ting4
筷,faai3
筠,gwan1
筠,wan4
筴,chaak3
筴,gaap3
筦,gun2
筤,long4
筸,gon2
筥,geui2
筶,gou2
節,jit3
筧,gaan2
筡,tou4
筡,syu1
筣,lei4
箄,paai4
箄,bei6
箝,kim4
箅,bei3
箍,ku1
箖,lam4
箘,kwan2
箘,kwan3
箘,kwan5
箑,saap3
箑,sip3
箑,jit6
箤,cheui3
箔,bok6
箂,loi4
劄,jaap3
劄,jaat3
箇,go3
箛,gu1
箛,ku1
箌,jaau3
箌,dou3
箐,sin3
箐,jing1
箐,cheung1
箏,jaang1
箏,jang1
箙,fuk6
箋,jin1
箈,chi4
箜,hung1
算,syun3
箊,yu1
箸,jyu3
箸,jyu6
箕,gei1
筵,yin4
箎,chi4
管,gun2
箯,bin1
箭,jin3
箠,cheui4
箠,seui4
箠,jeui1
箴,jam1
箾,siu1
箾,sok3
篁,wong4
篇,pin1
箵,sing1
箵,sing2
篆,syun6
箱,seung1
箷,yi4
箷,si1
範,faan6
篊,hung4
篎,miu5
篎,miu6
箹,aau3
箹,yeuk3
箹,chuk1
篌,hau4
篋,haap6
篋,gip2
篋,hip3
箬,yeuk6
篟,sin3
篕,hap6
篪,chi4
篫,juk1
簑,so1
篢,lung5
篛,yeuk6
篞,nip6
篧,wok6
篧,jok6
篧,juk1
篚,fei2
篔,wan4
築,juk1
篹,jaan6
篹,syun2
篹,jyun2
篙,gou1
篘,chau1
篜,jing1
篤,duk1
篥,leut6
篝,gau1
篝,kau1
篨,cheui4
篨,chyu1
篣,pang4
篣,pong4
篡,saan3
篦,bai1
篦,bei1
篦,bei6
篩,sai1
篩,si1
簁,sai1
簁,si1
簍,lau5
篱,lei4
簀,jaak3
簉,chau3
簉,chou3
簉,jou6
簇,chuk1
簇,juk6
篾,mit6
簂,gwok3
簏,luk1
簏,luk6
篴,dek6
篳,bat1
篸,chaam2
篸,jaam1
篸,cham1
簐,nin2
簋,gwai2
篲,wai6
篲,seui6
篿,tyun4
篿,jyun1
簌,chuk1
簌,suk1
篠,siu2
篷,pung4
簅,chaan2
簆,kau3
篰,bou6
簃,yi4
簊,gei1
簎,chok3
篻,piu3
簥,giu1
簙,bok3
簢,man5
簠,fu2
篽,yu5
簧,wong4
簩,lou4
簩,lou6
簦,dang1
簭,sai6
簨,seun2
簨,seun3
簰,paai4
簰,bei6
簜,dong6
簫,siu1
簟,dim3
簟,tim5
簝,liu4
簝,lou4
簞,daan1
簣,gwai6
簡,gaan2
簪,jaam1
簼,gau1
簼,kau1
簬,lou6
簳,gon2
簳,gon3
簻,ja1
簻,gwo1
簾,lim4
簹,dong1
簷,yam4
簷,yim4
簷,sim4
簽,chim1
簸,bo2
簸,bo3
簿,bou6
籀,jau6
籉,toi4
籌,chau4
籈,jan1
籅,yu4
籃,laam4
籇,hou4
籍,jik6
籊,dik6
籊,tik1
籓,faan1
籔,sau2
籔,sou2
籐,tang4
籠,lung4
籠,lung5
籙,luk6
籗,deuk3
籗,kwok3
籗,jok6
籚,lou4
籛,jin1
籜,tok3
籟,laai6
籥,yeuk6
籤,chim1
籣,laan4
籦,jung1
籧,geui2
籧,keui4
籪,dyun6
籩,bin1
籫,jyun2
籮,lo4
籬,lei4
籯,ying4
籲,yeuk6
籲,yu6
米,mai5
籵,faan4
籸,sam3
籸,san1
籽,ji2
籹,neui5
籹,yu5
籺,hat6
籿,
粁,
粀,
粊,bei3
粅,mat6
粈,yau5
粈,nau5
粍,
粌,
粉,fan2
粑,ba1
粄,bun2
粒,lap1
粒,nap1
粣,saan2
粘,nim4
粘,jim1
粗,chou1
粖,mut6
粕,paak3
粕,pok3
粔,geui3
粔,geui6
粧,jong1
粨,
粞,sai1
粥,yuk6
粥,juk1
粢,chi1
粢,ji1
粡,tung4
粟,suk1
粱,leung4
粯,yin6
粴,
粵,yut6
粲,chaan3
粳,gaang1
粳,gang1
粻,jeung1
粽,jung2
粽,jung3
粼,leun4
精,jeng1
精,jing1
粿,gwo2
粹,seui3
粹,seui6
粺,baai6
粺,bai6
糋,jin3
糈,seui2
糌,jaam1
糌,jam1
糊,wu4
糅,yau2
糅,yau6
糅,nau6
糒,bei6
糑,nik6
糑,nok6
糕,gou1
糐,fu1
糗,chau3
糗,hau2
糗,yau2
糔,sau1
糖,tong4
糢,mou4
糜,mai4
糜,mei4
糙,chou3
糟,jou1
糞,fan3
糝,saam2
糝,sam2
糝,sam3
糠,hong1
糨,geung6
糨,jeung1
糧,leung4
糪,bok1
糬,syu4
糰,tyun4
糯,no6
糮,haam5
糮,laam6
糲,lai6
糴,dek6
糱,yip6
糱,yit6
糶,tiu3
糷,laan6
糸,mik6
繌,jung1
系,hai6
糾,dau2
糾,gau2
糽,jang1
紇,gat1
紇,hat6
約,yeuk3
紃,cheun4
紃,seun4
紁,cha3
紆,yu1
紅,gung1
紅,hung4
紈,yun4
紀,gei2
紀,gei3
紂,jau6
紉,yan4
紉,yan6
紌,kau4
紙,ji2
紞,daam2
紞,dam2
紞,dam3
紒,gai3
紝,yam4
紝,yam6
紟,gam1
紟,gam3
紟,kam1
紎,ji1
紡,fong2
紛,fan1
紑,fau1
紑,fau2
紑,fau4
紖,jan3
紖,jan6
紕,pai1
紕,pei1
紕,pei4
紗,sa1
紐,nau2
紐,nau5
紋,man4
納,naap6
純,seun4
純,jeun2
純,tyun4
索,saak3
索,sok3
索,suk3
紜,wan4
紓,syu1
素,sou3
紘,wang4
紊,man5
紊,man6
紊,leun6
級,kap1
紏,tau2
絊,jeui3
紻,yeung2
紲,sit3
絅,gwing2
紺,gam3
紮,jaap3
紮,jaat3
絁,si1
細,sai3
紶,heui2
紶,keui1
累,leui4
累,leui5
累,leui6
絇,keui4
絃,yin4
組,jou2
終,jung1
紸,jyu3
紽,to4
紾,chan2
紾,jan2
統,tung2
紹,siu6
紼,fat1
紵,chyu5
紳,san1
紱,fat1
紨,fu1
紨,fu6
絀,cheut1
絀,jeut1
絀,jyut3
絀,jyut6
紩,dit6
紬,chau1
紬,chau4
絆,bun3
絆,bun6
紿,doi6
紿,toi5
絎,hong4
絰,dit6
絪,yan1
絕,jyut3
絕,jyut6
絭,gyun3
絢,seun1
絢,hyun3
紫,ji2
絣,maang1
絣,bang1
絣,bing3
絲,si1
絮,seui3
絮,seui5
絮,seui6
絡,lok3
絡,lok6
絫,leui5
絘,chi3
絖,kong3
絖,kwong3
給,kap1
絨,yung4
絏,sit3
絧,dung6
絧,tung1
絧,tung4
絞,gaau2
絞,haau4
絔,baak3
絔,mak6
絩,tiu3
絩,tiu5
絳,gong3
絜,git3
絜,kit3
絯,haai5
絯,haai6
絯,goi1
絟,chyun4
絓,gwa3
絓,wa6
絒,chau4
絑,jyu1
結,git3
結,lit3
綌,gwik1
綌,kwik1
綍,fat1
綆,gang2
絛,tou1
綑,kwan2
綅,cham1
綅,chim1
綎,ting1
綎,ting4
絺,chi1
絿,kau4
綏,seui1
經,ging1
綈,tai4
絼,ji6
綁,bong2
綃,siu1
綄,wun4
綄,wun5
綔,wu6
絻,man6
絻,min5
絹,gyun3
絽,leui5
綀,so1
綒,fu1
緊,gan2
綻,jaan6
緋,fei1
綝,sam1
緁,chap1
緁,jit6
緒,seui5
網,mong5
綠,luk6
綢,chau4
綷,cheui3
綷,jeui3
綯,tou4
緉,leung5
緉,leung6
綰,waan2
綰,waan5
緎,wik6
綿,min4
綟,lit6
綾,ling4
綬,sau6
維,wai4
維,yung1
綹,lau5
緅,jau1
綖,yin4
綩,yun2
綪,jang1
綪,sin3
綪,sin6
綺,yi2
綡,leung4
緀,chai1
緀,chai2
緌,yeui4
緌,yeui5
綜,jung1
綜,jung3
綱,gong1
綣,hyun2
綣,hyun3
綸,gwaan1
綸,leun4
緄,gwan2
緄,kwan2
綮,kai2
綮,hing3
緂,taam1
綽,cheuk3
綧,jeun2
綦,kei4
綵,choi2
綼,bik1
緇,ji1
綞,do2
緆,sik1
緆,sik3
綴,jeui3
綴,jeui6
綴,jyut3
綴,jyut6
緗,seung1
緶,bin1
緶,pin4
緘,gaam1
緘,jin1
緰,seui1
線,sin3
緹,tai4
編,pin1
緳,kit3
緩,wun4
緩,wun6
緯,wai5
緯,wai6
緱,gau1
緱,kau1
締,dai3
締,dai6
締,tai3
緷,gwan2
緷,kwan2
緷,wan6
緻,ji3
緮,fau6
緙,kaak1
緙,kaak3
緙,hak1
緛,yun5
緦,si1
緟,chung4
緟,jung6
練,lin6
緪,gang1
緪,gang2
緪,gang3
緝,chap1
緲,miu5
緬,min5
緧,chau1
緡,fan1
緡,man4
緞,dyun6
緺,gwa1
緺,wa1
緺,gwo1
縃,seui1
緣,yun4
緣,yun6
縡,joi2
縡,joi3
縝,chan2
縝,jan2
縊,ai3
縊,ngai3
縥,jan2
縉,jeun3
縋,jeui6
縒,chi1
縒,chok3
縕,wan1
縕,wan2
縕,wan3
縌,yik6
縚,tou1
縜,wan4
縖,hat6
縤,sou3
縐,jau3
縔,song2
縢,tang4
縑,gim1
縠,huk6
縞,gou2
縏,pun4
縎,gwat1
縓,chyun3
縓,chyun4
縗,cheui1
縟,yuk6
縣,yun4
縣,yun6
縈,ying4
縛,bok3
縛,bok6
縛,fok3
縍,bong1
縍,bong2
總,jung2
縰,saai2
縰,si2
縳,jyun3
繇,yau4
繇,jau6
繇,yiu4
縯,yan5
縯,yin5
繄,ai1
繄,ngai1
繄,yi1
繈,keung5
縱,jung1
縱,jung2
縱,jung3
縴,hin1
縴,hin3
縪,bat1
繉,wan4
縺,lin4
縸,mok6
縸,mou6
縿,chaam1
縿,saam1
縿,siu1
縩,choi3
繃,baang6
繃,maang1
繃,bang1
繃,mang2
繁,faan4
繁,po4
繁,pun4
縫,fung4
縫,fung6
縼,syun6
顈,gwing2
績,jek3
績,jik1
縲,leui4
繀,seui3
縻,mei4
縷,lau5
縷,leui5
繆,mau4
繆,mau6
繆,miu6
繆,muk6
縵,maan6
繂,leut6
縹,piu1
縹,piu2
縹,piu5
縶,jap1
縮,suk1
繅,sou1
縭,lei4
繟,chin2
繑,hiu1
繑,kiu5
繣,wa6
繣,waak6
繣,wok6
繙,faan1
繙,faan4
繖,saan3
繡,sau3
繜,jeun1
繐,seui3
繐,seui6
繕,sin6
繓,chyut3
繗,leun4
繘,gwat1
繘,wat6
繘,leut6
繚,liu4
繠,yeui5
繞,yiu2
繞,yiu5
繒,chang4
繒,jang1
繒,jang6
繢,kui2
織,jik1
繵,daan3
繵,chin4
繵,jin6
繨,daat6
繶,yik1
繹,yik6
繭,gaan2
繭,gin2
繰,chiu1
繰,sou1
繰,jou2
繯,waan4
繯,waan6
繯,yun6
繳,giu2
繳,jeuk3
繷,nung4
繺,saat3
繴,bik1
繫,hai6
繲,faai3
繲,haai5
繸,seui6
繪,kui2
繪,kui3
繩,sing4
